"vague","grappe","menage","s16aq02","s16a01a","s16aq03","s16a01b","s16aq05","s16aq07","s16aq08","s16aq09a","s16aq09b","s16aq10","s16aq12","s16aq13","s16aq14__0","s16aq14__1","s16aq14__2","s16aq14__3","s16aq14__4","s16aq14__5","s16aq14__6","s16aq14__7","s16aq14__8","s16aq14__9","s16aq14__10","s16aq15","s16aq16","s16aq16a","s16aq17","s16aq18","s16aq19","s16aq20","s16aq21","s16aq22","s16aq23","s16aq24a","s16aq24b","s16aq25","s16aq26","s16aq27","s16aq28","s16aq29a1","s16aq29a2","s16aq29b1","s16aq29b2","s16aq29c1","s16aq29c2","s16aq29d1","s16aq29d2","s16aq30","s16aq31a1","s16aq31a2","s16aq31b1","s16aq31b2","s16aq31c1","s16aq31c2","s16aq31d1","s16aq31d2","s16aq32","s16aq34","s16aq36","s16aq38","s16aq40","s16aq42","s16aq44","s16aq45","s16aq47","s16aq48","s16aq33a_1","s16aq33b_1","s16aq33a_2","s16aq33b_2","s16aq33a_3","s16aq33b_3","s16aq33a_4","s16aq33b_4","s16aq33a_5","s16aq33b_5","s16aq33a_6","s16aq33b_6","s16aq33a_7","s16aq33b_7","s16aq33a_8","s16aq33b_8","s16aq33a_9","s16aq33b_9","s16aq33a_10","s16aq33b_10","s16aq33a_11","s16aq33b_11","s16aq33a_12","s16aq33b_12","s16aq33a_13","s16aq33b_13","s16aq33a_14","s16aq33b_14","s16aq33a_15","s16aq33b_15","s16aq35a_1","s16aq35b_1","s16aq35a_2","s16aq35b_2","s16aq35a_3","s16aq35b_3","s16aq35a_4","s16aq35b_4","s16aq35a_5","s16aq35b_5","s16aq35a_6","s16aq35b_6","s16aq35a_7","s16aq35b_7","s16aq35a_8","s16aq35b_8","s16aq35a_9","s16aq35b_9","s16aq35a_10","s16aq35b_10","s16aq37a_1","s16aq37b_1","s16aq37a_2","s16aq37b_2","s16aq37a_3","s16aq37b_3","s16aq37a_4","s16aq37b_4","s16aq37a_5","s16aq37b_5","s16aq37a_6","s16aq37b_6","s16aq37a_7","s16aq37b_7","s16aq37a_8","s16aq37b_8","s16aq37a_9","s16aq37b_9","s16aq37a_10","s16aq37b_10","s16aq37a_11","s16aq37b_11","s16aq39a_1","s16aq39b_1","s16aq39c_1","s16aq39a_2","s16aq39b_2","s16aq39c_2","s16aq39a_3","s16aq39b_3","s16aq39c_3","s16aq39a_4","s16aq39b_4","s16aq39c_4","s16aq41a_1","s16aq41b_1","s16aq41c_1","s16aq41a_2","s16aq41b_2","s16aq41c_2","s16aq41a_3","s16aq41b_3","s16aq41c_3","s16aq41a_4","s16aq41b_4","s16aq41c_4","s16aq43a_1","s16aq43b_1","s16aq43c_1","s16aq43a_2","s16aq43b_2","s16aq43c_2","s16aq43a_3","s16aq43b_3","s16aq43c_3","s16aq43a_4","s16aq43b_4","s16aq43c_4","s16aq35a_11","s16aq35b_11","s16aq35a_12","s16aq35b_12","s16aq35a_13","s16aq35b_13","s16aq35a_14","s16aq35b_14","s16aq37a_12","s16aq37b_12","s16aq37a_13","s16aq37b_13","s16Aq00","s16aq04","s16aq06","s16aq11"
1,17,7,1,"CHAMP1",6,"ORANGIER",1,1,,80,2,6,,,,,,,,,,,,,,,,,1,3,5,1,6,1,4,2,9,2,,2,,,,,,,,,,2,,,,,,,,,2,2,2,2,1,1,2,1,0.071841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,52,78000,0,,,0,,,0,,,2,2,12000,0,,,0,,,0,,,,,,,,,,,,,,,1,1,1,
1,17,9,1,"1",3,"BLE",1,1,6,2000,2,2,,,,,,,,,,,,,,,,,1,1,5,3,6,1,4,30,3,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,1,2,1,2,1,0.63,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,,,,,,,,,,,,,,,,,,,1,6,,,,,,,,,,,,,,,,,,,,,2,4,5000,0,,,0,,,0,,,,,,,,,,,,,,,1,8,7500,0,,,0,,,0,,,,,,,,,,,,,,,1,1,1,
1,17,9,1,"1",1,"MAÏS",1,1,4,5000,2,2,,,,,,,,,,,,,,,,,1,1,5,3,6,1,4,15,3,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,1,1,2,2,1,0.15,,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,75,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,1,7,14000,0,,,0,,,0,,,1,10,14000,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,
1,17,9,1,"1",2,"OIGNON",1,1,33,4000,2,2,,,,,,,,,,,,,,,,,1,1,5,3,6,2,,,,2,,1,2,0,,0,,50,1,0,,1,2,3,0,,0.5,3,0,,1,1,1,1,1,1,2,1,0.15,,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,75,,,,,,,,,,,,,,,,,,,1,8,,,,,,,,,,,,,,,,,,,,,1,8,16000,0,,,0,,,0,,,1,10,20000,0,,,0,,,0,,,1,3,6000,5,5,5000,4,4,3000,2,2,1500,,,,,,,,,,,,,1,1,1,
1,17,10,1,"TCHINTAGHALEN",1,"Blé",1,1,6,635.92,2,1,1,1,1,,,,,,,,,,,2,,,1,2,2,1,5,1,2,1,9,2,,2,,,,,,,,,,2,,,,,,,,,1,2,1,1,2,2,2,1,0.063598,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,6,1,5000,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,17,10,1,"TCHINTAGHALEN",2,"Maïs",1,1,4,1432.36,2,1,1,1,1,,,,,,,,,,,2,,,1,2,2,1,5,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,2,2,1,1,2,1,2,1,0.143236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,5,1,5000,0,,,0,,,0,,,,,,,,,,,,,,,1,2,5000,0,,,0,,,0,,,,,,,,,,,,,,,1,1,1,1
1,17,10,1,"TCHINTAGHALEN",5,"Orangé",1,1,,1248.05,2,1,1,1,1,,,,,,,,,,,2,,,1,2,2,2,5,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,2,1,1,2,2,2,1,1,0.124805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,17,10,1,"TCHINTAGHALEN",3,"Mil",1,1,1,1801.76,2,1,1,1,1,,,,,,,,,,,2,,,1,2,2,2,5,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,2,2,1,1,2,2,2,1,0.180176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,2,3,150000,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,17,10,1,"TCHINTAGHALEN",4,"Oignon",1,1,33,703.02,2,1,1,1,1,,,,,,,,,,,2,,,1,2,2,2,5,2,,,,2,,2,,,,,,,,,,1,1,3,0,,0.5,3,0,,1,2,1,2,2,2,2,1,0.070302,,1,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,17,11,1,"CHAMP",1,"MAÏS",1,1,4,1200,2,1,5,7,,,,,,,,,,,,2,,,1,3,5,3,5,1,4,30,9,2,,1,1,0,,0,,30,1,0,,1,2,3,0,,0,,0,,2,1,1,1,1,1,2,1,0.108512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,1,1,2,1,,,,,,,,,,,,,,,,,,,1,15,11000,0,,,0,,,0,,,1,29,17000,0,,,0,,,0,,,1,2,2000,0,,,0,,,0,,,,,,,,,,,,,,,1,2,1,1
1,17,11,1,"CHAMP",2,"TOMATE",1,1,29,200,2,1,5,7,,,,,,,,,,,,2,,,1,3,5,2,5,1,4,10,9,2,,1,2,12,1,0,,0,,0,,1,1,3,0,,1,3,0,,2,2,2,1,1,1,2,1,0.00263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3000,0,,,0,,,0,,,1,37,12000,0,,,0,,,0,,,1,10,5000,0,,,0,,,0,,,,,,,,,,,,,,,1,2,2,2
1,17,12,1,"CHAMP1",1,"OIGNON",1,1,33,800,2,1,2,7,,,,,,,,,,,,2,,,1,1,5,3,30,1,5,50,9,2,,2,,,,,,,,,,1,1,3,0,,0,,1,3,1,1,1,2,2,2,2,1,0.065373,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1
1,17,12,1,"CHAMP1",2,"MAÏS",1,1,4,1200,2,1,2,7,,,,,,,,,,,,2,,,1,1,5,2,30,1,5,20,9,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,1,0.176251,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
2,18,3,1,"Jigawa",1,"maïs",1,1,4,200,2,1,2,7,,,,,,,,,,,,2,,,1,1,2,3,5,1,2,10,2,2,,1,1,3,4,0,,0,,0,,2,,,,,,,,,1,1,1,2,2,2,2,1,0.002,,1,5,4,5,5,5,7,5,,,,,,,,,,,,,,,,,,,,,,,1,3,4,3,5,3,7,3,,,,,,,,,,,,,1,3,4,3,5,3,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
2,18,11,1,"GOUBOUSSE",1,"MAÏS",1,1,4,0.5,1,1,2,7,,,,,,,,,,,,2,,,4,3,2,1,30,1,5,30,3,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,2,,1,1,10,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,70,6,70,,,,,,,,,,,,,,,,,1,7,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,19,3,1,"AFARAK",9,"CHOU",1,52,28,1,2,1,1,1,1,,,,,,,,,,,2,,,1,3,5,2,60,1,1,1,5,2,,1,1,1,1,0,,0,,0,,1,0.07,3,0,,0,,0,,1,1,1,2,2,2,2,1,0.006723,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,,,,,,,,,,,,,,,,,,,1,7,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,19,3,1,"AFARAK",10,"BETRERAVE",1,1,44,80,2,1,1,1,1,,,,,,,,,,,2,,,1,3,5,1,60,1,4,0.5,5,2,,1,1,1,1,0,,0,,0,,1,0.07,3,0,,0,,0,,1,1,1,2,2,2,2,1,0.005449,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17,,,,,,,,,,,,,,,,,,,1,14,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,19,3,1,"AFARAK",4,"POIVRON",1,1,17,200,2,1,1,1,1,,,,,,,,,,,2,,,1,3,5,2,60,1,4,2,5,2,,1,2,6,1,0,,0,,0,,2,,,,,,,,,1,1,1,2,2,2,2,1,0.038927,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,19,3,1,"AFARAK",6,"DATTIER",1,2,,3200,2,1,1,1,1,,,,,,,,,,,2,,,1,3,5,2,60,1,4,50,5,2,,2,,,,,,,,,,2,,,,,,,,,2,1,1,2,2,2,2,1,0.4725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,1
1,19,3,1,"AFARAK",1,"OIGNON",1,1,33,1600,2,1,1,1,1,,,,,,,,,,,2,,,1,3,5,1,60,1,4,50,5,2,,1,3,1,3,0,,1,3,0,,1,4,3,0,,0.5,3,0,,1,1,1,1,1,1,2,1,0.142668,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,22,8,34000,0,,,0,,,0,,,3,31,74000,0,,,0,,,0,,,13,6,50000,0,,,0,,,0,,,,,,,,,,,,,,,1,1,1,1
1,19,3,1,"AFARAK",2,"TOMATE",1,1,29,600,2,1,1,1,1,,,,,,,,,,,2,,,1,3,5,2,60,2,,,,1,2,2,,,,,,,,,,1,0.5,3,0,,0,,0,,1,1,1,1,2,2,2,1,0.036838,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,49,,,,,,,,,,,,,,,,,,,1,16,2,16,,,,,,,,,,,,,,,,,,,2,3,12000,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,19,3,1,"AFARAK",7,"BLÉ",1,1,6,1600,2,1,1,1,1,,,,,,,,,,,2,,,1,3,5,1,600,1,4,20,5,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,1,2,1,2,1,0.142668,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,10,2,10000,0,,,0,,,0,,,,,,,,,,,,,,,13,2,11000,0,,,0,,,0,,,,,,,,,,,,,,,1,1,1,1
1,19,3,1,"AFARAK",5,"MAÏS",1,1,4,400,2,1,1,1,1,,,,,,,,,,,2,,,1,3,5,2,60,1,4,10,5,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,1,2,2,2,1,0.001338,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,13,2,10000,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,19,3,1,"AFARAK",3,"CORCOYUIS TRIDENSE(MALOHIA)",1,1,,400,2,1,1,1,1,,,,,,,,,,,2,,,1,3,5,1,60,1,1,5,5,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,1,0.051672,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,19,3,1,"AFARAK",8,"SALADE",1,1,,52,2,1,1,1,1,,,,,,,,,,,2,,,1,3,5,2,60,1,4,3,9,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,1,0.008085,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,,,,,,,,,,,,,,,,,,,1,14,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,19,5,1,"1",4,"EPICE",1,1,41,400,2,1,5,7,,,,,,,,,,,,2,,,1,1,5,1,3,1,4,5,2,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,1,0.87,,7,4,8,4,9,4,,,,,,,,,,,,,,,,,,,,,,,,,7,9,8,9,9,9,,,,,,,,,,,,,,,7,6,8,6,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,19,5,1,"1",1,"BLE",1,1,6,500,2,1,5,7,,,,,,,,,,,,2,,,1,1,5,1,3,1,4,10,2,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,1,0.64,,7,11,8,11,9,11,,,,,,,,,,,,,,,,,,,,,,,,,7,15,8,15,9,15,,,,,,,,,,,,,,,7,7,8,7,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,19,5,1,"1",2,"MAÏS",1,1,4,600,2,6,,,,,,,,,,,,,,,,,1,1,5,1,3,1,4,10,2,2,,2,,,,,,,,,,1,1,3,0,,0,,0,,1,1,1,2,2,2,2,1,0.88,,7,5,8,5,9,5,,,,,,,,,,,,,,,,,,,,,,,,,7,15,8,15,9,15,,,,,,,,,,,,,,,7,3,8,3,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,
1,19,6,1,"EDAWAN",2,"AIL",1,1,36,473,2,1,4,1,1,,,,,,,,,,,2,,,1,3,2,2,30,1,2,15,3,2,,1,2,4,4,0,,0,,0,,1,1,3,0,,0,,0,,1,1,1,2,2,2,4,1,0.047287,,1,13,8,13,10,13,,,,,,,,,,,,,,,,,,,,,,,,,1,8,8,8,10,8,,,,,,,,,,,,,,,1,10,8,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,19,6,1,"EDAWAN",1,"BLE",1,1,6,889.01,2,1,4,1,1,,,,,,,,,,,2,,,1,3,2,2,30,1,2,50,3,2,,2,,,,,,,,,,2,,,,,,,,,1,2,1,2,2,2,4,1,0.088901,,1,10,8,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,8,6,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,19,6,1,"EDAWAN",3,"orangé et dattiers",1,1,,1931,2,1,4,1,1,,,,,,,,,,,2,,,1,3,2,2,30,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,2,2,1,2,2,2,1,1,0.01931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,8,2,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,19,7,1,"Tabinite",1,"Oignon",2,1,33,2426.56,2,1,4,7,,,,,,,,,,,,2,,,6,3,2,1,30,2,,,,2,,1,2,1,3,0,,1,3,0,,1,2,3,0,,0.5,3,0,,1,1,1,1,2,2,4,1,0.242656,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,1,7,,,,,,,,,,,,,,,,,,,,,3,3,22500,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1
1,19,7,1,"Tabinite",2,"Maïs",1,1,4,2390.89,2,1,4,7,,,,,,,,,,,,2,,,6,3,2,1,30,2,,,,2,,1,1,4,4,0,,0,,0,,2,,,,,,,,,1,1,1,2,2,2,4,1,0.239089,,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,19,8,1,"IMALAN",1,"Orange et dattiers",1,2,,3845.15,2,1,1,1,1,,,,,,,,,,,2,,,1,1,2,2,0,1,2,1,9,2,,2,,,,,,,,,,2,,,,,,,,,2,1,1,2,2,2,1,1,0.384515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,3,2,,,,,,,,,,,,,,,,,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,19,10,1,"1",1,"DATIERS",1,1,,0.5,1,1,5,7,,,,,,,,,,,,2,,,4,1,5,3,10,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,2,2,1,2,2,1,1,1,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,60,0,0,,,0,,,0,,,,,,,,,,,,,,,1,1,1,1
1,19,11,1,"AFARAK1",6,"ORANGIER",1,1,,280,2,1,2,7,,,,,,,,,,,,2,,,1,4,5,3,5,1,4,40,8,2,,2,,,,,,,,,,2,,,,,,,,,2,1,1,2,1,1,2,1,0.081805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,3,10,,,,,,,,,,,,,,,,,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,40000,0,,,0,,,0,,,4,3,15600,0,,,0,,,0,,,,,,,,,,,,,,,1,2,1,1
1,19,11,1,"AFARAK1",5,"DATTIER",1,1,,200,2,1,2,7,,,,,,,,,,,,2,,,1,3,5,2,5,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,2,2,2,2,1,1,2,1,0.163523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,30000,0,,,0,,,0,,,1,20,20000,0,,,0,,,0,,,,,,,,,,,,,,,1,1,1,1
1,19,11,1,"AFARAK1",1,"BLÊ",1,1,6,1200,2,1,2,7,,,,,,,,,,,,2,,,1,3,5,3,5,1,4,5,5,2,,1,3,0.5,3,0,,0,,0,,1,2,3,0,,0.5,3,0,,1,1,1,1,1,1,2,1,0.103,,1,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,,,,,,,,,,,,,,,,,,,1,10,3,10,,,,,,,,,,,,,,,,,,,2,5,5000,0,,,0,,,0,,,2,10,10000,0,,,0,,,0,,,2,10,20000,0,,,0,,,0,,,,,,,,,,,,,,,1,1,1,1
1,19,11,1,"AFARAK1",2,"MAÏS",1,1,4,800,2,1,2,7,,,,,,,,,,,,2,,,1,3,5,2,5,1,4,60,8,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,1,2,1,2,1,0.10307,,1,10,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,3,36,,,,,,,,,,,,,,,,,,,1,2,3,2,,,,,,,,,,,,,,,,,,,2,10,40000,0,,,0,,,0,,,,,,,,,,,,,,,2,2,8000,0,,,0,,,0,,,,,,,,,,,,,,,1,1,1,1
1,19,11,1,"AFARAK1",3,"OIGNON",1,1,33,400,2,1,2,7,,,,,,,,,,,,2,,,1,3,5,2,5,2,,,,2,,1,4,1,3,0,,0,,0,,1,2,3,0,,0.16,3,0,,1,1,1,1,1,1,2,1,0.071621,,1,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,3,56,,,,,,,,,,,,,,,,,1,2,3,2,,,,,,,,,,,,,,,,,,,2,5,20000,0,,,0,,,0,,,2,10,40000,0,,,0,,,0,,,2,2,8000,0,,,0,,,0,,,,,,,,,,,,,,,1,1,1,1
1,19,11,1,"AFARAK1",4,"PIMENT",1,1,24,400,2,1,2,7,,,,,,,,,,,,2,,,1,3,5,3,5,1,4,50,9,2,,2,,,,,,,,,,1,2,3,0,,0,,0,,1,1,1,1,2,1,2,1,0.073874,,1,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,3,48,,,,,,,,,,,,,,,,,,,1,12,3,12,,,,,,,,,,,,,,,,,,,2,2,8000,0,,,0,,,0,,,,,,,,,,,,,,,2,12,48000,0,,,0,,,0,,,,,,,,,,,,,,,1,1,1,1
1,19,12,1,"AFARAK",1,"DATTIER",1,1,,3000,2,1,2,7,,,,,,,,,,,,2,,,1,3,5,3,20,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,2,1,1,2,2,2,2,1,0.32722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,20,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1
1,19,12,1,"AFARAK",2,"ORANGIIER",1,1,,240,2,1,2,7,,,,,,,,,,,,2,,,1,3,5,3,15,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,2,1,1,2,2,2,2,1,0.021722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,36,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,23,5,1,"1",1,"1",1,1,28,56,2,1,1,5,1,,,,,,,,,,,2,,,1,1,5,2,40,1,4,3,5,2,,1,3,0,,0,,5,1,0,,2,,,,,,,,,1,1,1,1,2,1,2,1,0.01,,1,14,5,14,8,14,,,,,,,,,,,,,,,,,,,,,,,,,1,20,5,28,8,28,,,,,,,,,,,,,,,1,3,5,3,8,3,,,,,,,,,,,,,,,,,2,10,20000,0,,,0,,,0,,,,,,,,,,,,,,,3,4,4000,0,,,0,,,0,,,,,,,,,,,,,,,1,1,1,1
1,23,5,1,"1",2,"2",1,1,33,112,2,1,1,5,1,,,,,,,,,,,2,,,1,1,5,2,40,1,5,4,5,2,,1,3,0,,0,,2,1,0,,2,,,,,,,,,1,1,1,2,2,2,2,1,0.009,,1,14,5,14,8,14,,,,,,,,,,,,,,,,,,,,,,,,,1,45,2,14,5,45,8,45,,,,,,,,,,,,,1,4,5,2,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,23,5,1,"1",3,"3",1,1,44,56,2,1,1,5,1,,,,,,,,,,,2,,,1,1,5,2,40,1,5,2,5,2,,1,2,0,,0,,1,1,0,,2,,,,,,,,,1,1,1,2,2,2,2,1,0.007,,1,14,5,14,8,14,,,,,,,,,,,,,,,,,,,,,,,,,1,40,5,52,8,40,,,,,,,,,,,,,,,1,1,5,1,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
